index,var_id,title,sub_id,sub_name,subcsa_id,subcsa_name,notes,vertical,unit,graph_id,graph_name,domain,turunan_variabel,turunan_variabel_id,vertical_variabel
365,108,Laju Indeks Harga Implisit PDRB Kabupaten Indragiri Hulu Menurut Pengeluaran ,157,Produk Domestik Regional Bruto (Pengeluaran),0,NaN,"2019: Angka Sementara, 2020: Angka Sangat Sementara",14.0,Persen,3.0,line,1402,Tidak Ada,0,Pengeluaran Konsumsi Rumah Tangga-Pengeluaran Konsumsi LNPRT-Pengeluaran Konsumsi Pemerintah-Pembentukan Modal Tetap Bruto-PRODUK DOMESTIK REGIONAL BRUTO
893,108,Indeks Pembangunan Manusia (IPM) berdasarkan Jenis Kelamin,40,Gender,0,NaN,NaN,1.0,Tidak Ada Satuan,1.0,bar,1407,Laki-Laki-Perempuan-Jumlah,1,Rokan Hulu
112,108,Penduduk 15+ Tahun,6,Tenaga Kerja,0,NaN,NaN,1.0,Jiwa,1.0,bar,1473,Tidak Ada,0,Dumai
710,108,Pegawai Negeri Sipil Daerah Menurut Jabatan dan Jenis Kelamin,101,Pemerintahan,0,NaN,"Sumber : Badan Kepegawaian, Pendidikan, dan Pelatihan Daerah Kabupaten Pelalawan",22.0,Tidak Ada Satuan,1.0,bar,1404,Laki-laki-Perempuan-Total,1,Fungsional Tertentu-Fungsional Umum/Staf-Struktural Eselon IV-Struktural Eselon III-Struktural Eselon II-Jumlah
94,108,Luas Wilayah dan Persentase Terhadap Luas Total Wilayah,153,Geografi,0,NaN,"- Sumber: Kementerian Dalam Negeri
- Data dikutip dari Publikasi Kota Pekanbaru Dalam Angka",5.0,km2,1.0,bar,1471,Luas Wilayah-Persentase terhadap Luas Wilayah,2,Payung Sekaki-Tuahmadani-Binawidya-Bukit Raya-Marpoyan Damai-Tenayan Raya-Kulim-Limapuluh-Sail-Pekanbaru Kota-Sukajadi-Senapelan-Rumbai-Rumbai Barat-Rumbai Pesisir-Kota Pekanbaru
269,108,Peserta KB Aktif Menurut Alat Kontrasepsi,30,Kesehatan,0,NaN,NaN,10.0,Jiwa,1.0,bar,1401,IUD-Mop-Mow-Suntik-Pil-Kondom-IMP-Lainnya,1,Kuantan Mudik-Hulu Kuantan-Gunung Toar-Pucuk Rantau-Singingi-Singingi Hilir-Kuantan Tengah-Sentajo Raya-Benai-Kuantan Hilir-Pangean-Logas Tanah Darat-Kuantan Hilir Seberang-Cerenti-Inuman-Kuantan Singingi
366,109,Laju Pertumbuhan PDRB Kabupaten Indragiri Hulu Atas Dasar Harga Konstan 2010 Menurut Pengeluaran,157,Produk Domestik Regional Bruto (Pengeluaran),0,NaN,"2019: Angka Sementara, 2020: Angka Sangat Sementara",14.0,Persen,3.0,line,1402,Tidak Ada,0,Pengeluaran Konsumsi Rumah Tangga-Pengeluaran Konsumsi LNPRT-Pengeluaran Konsumsi Pemerintah-Pembentukan Modal Tetap Bruto-PRODUK DOMESTIK REGIONAL BRUTO
113,109,Tingkat Pengangguran Terbuka (TPT),6,Tenaga Kerja,0,NaN,NaN,1.0,Persen,1.0,bar,1473,Tidak Ada,0,Dumai
809,109,Luas Panen Tanaman Sayuran dan Buah–Buahan Semusim,55,Hortikultura,0,NaN,NaN,22.0,Hektar,1.0,bar,1405,Tidak Ada,0,Bayam-Cabe Besar-Cabe Rawit-Kangkung-Kacang Panjang-Ketimun-Terung-Semangka-Melon
711,109,Pegawai Negeri Sipil Daerah Menurut Tingkat Pendidikan dan Jenis Kelamin,101,Pemerintahan,0,NaN,"Sumber : Badan Kepegawaian, Pendidikan, dan Pelatihan Daerah Kabupaten Pelalawan",23.0,Tidak Ada Satuan,1.0,bar,1404,Laki-laki-Perempuan-Total,1,"Sampai dengan SD-SMP/Sederajat-SMA/Sederajat-Diploma I,II/Akta I,II/-Diploma III/Akta III/ Sarjana Muda-Tingkat Sarjana/Doktor/Ph.d-Jumlah"
810,110,Produksi Tanaman Sayuran dan Buah–Buahan Semusim,55,Hortikultura,0,NaN,NaN,22.0,Ton,1.0,bar,1405,Tidak Ada,0,Bayam-Cabe Besar-Cabe Rawit-Kangkung-Kacang Panjang-Ketimun-Terung-Semangka-Melon
872,110,Gini Rasio,23,Kemiskinan dan Ketimpangan,0,NaN,"Sumber : BPS, Susenas ",1.0,Tidak Ada Satuan,3.0,line,1407,Tidak Ada,0,Rokan Hulu
324,110,Jumlah penduduk Miskin,23,Kemiskinan,0,NaN,NaN,18.0,Ribu Jiwa,3.0,line,1402,Tidak Ada,0,Indragiri Hulu
95,110,Tinggi Wilayah,153,Geografi,0,NaN,"- Sumber: Kementerian Dalam Negeri
- Dikutip dari Publikasi Kota Pekanbaru Dalam Angka",36.0,mdpl,1.0,bar,1471,Tidak Ada,0,Payung Sekaki-Tuahmadani-Binawidya-Bukit Raya-Marpoyan Damai-Tenayan Raya-Kulim-Limapuluh-Sail-Pekanbaru Kota-Sukajadi-Senapelan-Rumbai-Rumbai Barat-Rumbai Timur
114,110,Angkatan Kerja,6,Tenaga Kerja,0,NaN,NaN,1.0,Jiwa,1.0,bar,1473,Tidak Ada,0,Dumai
689,110,Luas Panen Cabai,55,Hortikultura,0,NaN,"Sumber : BPS, Statistik Pertanian Hortikultura SPH-SBS",5.0,Hektar,1.0,bar,1404,Tidak Ada,0,Langgam-Pangkalan Kerinci-Bandar Sei Kijang-Pangkalan Kuras-Ukui-Pangkalan Lesung-Bunut-Pelalawan-Bandar Petalangan-Kuala Kampar-Kerumutan-Teluk Meranti-Kabupaten Pelalawan
115,111,Bekerja,6,Tenaga Kerja,0,NaN,NaN,1.0,Jiwa,1.0,bar,1473,Tidak Ada,0,Dumai
811,111,Luas Panen Tanaman Sayuran Menurut Kecamatan dan Jenis Tanaman,55,Hortikultura,0,NaN,NaN,7.0,Hektar,1.0,bar,1405,Cabe Besar-Cabe Rawit-Kangkung-Bayam-Kacang Panjang-Ketimun-Terung,1,Minas-Sungai Mandau-Kandis-Siak-Kerinci Kanan-Tualang-Dayun-Lubuk Dalam-Koto Gasib-Mempura-Sungai Apit-Bunga Raya-Sabak Auh-Pusako-KABUPATEN SIAK
325,111,Angka Kemiskinan,23,Kemiskinan,0,NaN,NaN,18.0,Persen,3.0,line,1402,Tidak Ada,0,Indragiri Hulu
270,111,Jumlah Narapidana / Tahanan,34,Politik dan Keamanan,0,NaN,NaN,22.0,Jiwa,1.0,bar,1401,Laki-laki-Perempuan-Laki-laki+Perempuan,1,Seumur Hidup-Lebih dari 5 Tahun-1 - 5 Tahun-Kurang Dari 1 Tahun-Pidana Kurungan-Tahanan-Jumlah
1028,111,Usaha Perdagangan,9,Industri,0,NaN,Jumlah Usaha Perdagangan di Kabupaten  Kepulauan Meranti  Tahun 2015,7.0,Tidak Ada Satuan,1.0,bar,1410,Swalayan/Supermarket/Toserba-Toko/ Warung kelontong-Restoran/ Rumah Makan-Warung/ Kedai Makanan Minuman,1,Tebing Tinggi Barat-Tebing Tinggi-Tebing Tinggi Timur-Rangsang-Rangsang Pesisir-Rangsang Barat-Merbau-Pulau Merbau-Tasik Putri Puyu-Kepulauan Meranti
116,112,Pengangguran Terbuka,6,Tenaga Kerja,0,NaN,NaN,1.0,Jiwa,1.0,bar,1473,Tidak Ada,0,Dumai
861,112,Rata-rata Pengeluaran per Kapita Sebulan Menurut Kelompok  Makanan di Kabupaten Rokan Hulu,5,Konsumsi dan Pengeluaran,0,NaN,"Sumber: BPS, Survei Sosial Ekonomi Nasional (Susenas) Maret",23.0,Rupiah,1.0,bar,1407,Tidak Ada,0,Padi-padian-Umbi-Umbian-Ikan/Udang/Cumi/Kerang-Daging-Telur dan Susu-Sayur-sayuran-Kacang-kacangan-Buah-buahan-Minyak dan kelapa-Bahan Minuman-Bumbu-bumbuan-Konsumsi lainnya-Makanan dan minuman jadi-Rokok-Jumlah Makanan
271,112,Jumlah BPKB,34,Politik dan Keamanan,0,NaN,NaN,23.0,Tidak Ada Satuan,1.0,bar,1401,Tidak Ada,0,Roda Dua-Roda Empat-Roda Enam
96,112,Jarak ke Ibukota,153,Geografi,0,NaN,"- Sumber: Kementerian Dalam Negeri
- Dikutip dari Publikasi Kota Pekanbaru Dalam Angka",36.0,km,1.0,bar,1471,Tidak Ada,0,Payung Sekaki-Tuahmadani-Binawidya-Bukit Raya-Marpoyan Damai-Tenayan Raya-Kulim-Limapuluh-Sail-Pekanbaru Kota-Sukajadi-Senapelan-Rumbai-Rumbai Barat-Rumbai Timur
812,113,Produksi Tanaman Sayuran Menurut Kecamatan dan Jenis Tanaman,55,Hortikultura,0,NaN,NaN,7.0,Ton,1.0,bar,1405,Cabe Besar-Cabe Rawit-Kangkung-Bayam-Kacang Panjang-Ketimun-Terung,1,Minas-Sungai Mandau-Kandis-Siak-Kerinci Kanan-Tualang-Dayun-Lubuk Dalam-Koto Gasib-Mempura-Sungai Apit-Bunga Raya-Sabak Auh-Pusako-KABUPATEN SIAK
88,113,Rata-rata Kelembaban Udara,151,Iklim,0,NaN,"- Sumber: BMKG Stasiun Meteorologi Sultan Syarif Kasim II Pekanbaru
- Dikutip dari Publikasi Kota Pekanbaru Dalam Angka",31.0,Persen,3.0,line,1471,Tidak Ada,0,Januari-Februari-Maret-April-Mei-Juni-Juli-Agustus-September-Oktober-November-Desember
322,113,Tingkat Hunian Hotel/Penginapan,16,Pariwisata,0,NaN,NaN,16.0,Tidak Ada Satuan,3.0,line,1402,Tidak Ada,0,Januari-Februari-Maret-April-Mei-Juni-Juli-Agustus-September-Oktober-Nopember-Desember
690,113,Produksi Cabai,55,Hortikultura,0,NaN,"Sumber : BPS, Statistik Pertanian Hortikultura SPH-SBS",5.0,Kuintal,1.0,bar,1404,Tidak Ada,0,Langgam-Pangkalan Kerinci-Bandar Sei Kijang-Pangkalan Kuras-Ukui-Pangkalan Lesung-Bunut-Pelalawan-Bandar Petalangan-Kuala Kampar-Kerumutan-Teluk Meranti-Kabupaten Pelalawan
862,114, Rata-rata Pengeluaran per Kapita Sebulan Menurut Kelompok  Bukan Makanan di Kabupaten Rokan Hulu,5,Konsumsi dan Pengeluaran,0,NaN,"Sumber: BPS, Survei Sosial Ekonomi Nasional (Susenas) Maret",24.0,Rupiah,1.0,bar,1407,Tidak Ada,0,"Perumahan dan fasilitas rumah tangga-Aneka barang dan jasa-Pakaian, alas kaki, dan tutup kepala-Barang tahan lama-Pajak, pungutan, dan asuransi-Keperluan pesta dan upacara/kenduri-Jumlah Bukan Makanan"
59,114,Produksi Tanaman Sayuran Menurut Kecamatan dan Jenis Tanaman,55,Hortikultura,0,NaN,"- Sumber: BPS, Statistik Holtikultura SPH-SBS
- Data dikutip dari Publikasi Kota Pekanbaru Dalam Angka",5.0,Ton,1.0,bar,1471,Bawang Merah-Cabai-Petsai-Tomat,1,Tampan-Payung Sekaki-Bukit Raya-Marpoyan Damai-Tenayan Raya-Limapuluh-Rumbai-Rumbai Pesisir-Kota Pekanbaru
272,114,Jumlah Surat Ijin Mengemudi (SIM),34,Politik dan Keamanan,0,NaN,Sumber : Kepolisian Resort Kabupaten Kuantan Singingi,24.0,Tidak Ada Satuan,1.0,bar,1401,Tidak Ada,0,A-B1-BI Umum-BII-BII Umum-C-Jumlah
342,115,Penyelesaian Kasus Tindak Pidana,34,Politik dan Keamanan,0,NaN,NaN,17.0,Kasus,3.0,line,1402,Tidak Ada,0,Resort Indragiri Hulu-Peranap dan Batang Peranap-Seberida-Batang Cenaku-Batang Gansal-Kelayang dan Rakit Kulim-Pasir Penyu dan Sungai Lala-Lirik-Lubuk Batu Jaya-Rengat Barat-Kuala Cenaku-Total
89,115,Rata-rata Tekanan Udara,151,Iklim,0,NaN,"- Sumber: BMKG Stasiun Meteorologi Sultan Syarif Kasim II Pekanbaru
- Dikutip dari Publikasi Kota Pekanbaru Dalam Angka",31.0,mb,3.0,line,1471,Tidak Ada,0,Januari-Februari-Maret-April-Mei-Juni-Juli-Agustus-September-Oktober-November-Desember
863,115,Persentase Pengeluaran per Kapita Sebulan Menurut Kelompok  Makanan di Kabupaten Rokan Hulu,5,Konsumsi dan Pengeluaran,0,NaN,"Sumber: BPS, Survei Sosial Ekonomi Nasional (Susenas) Maret",23.0,Rupiah,1.0,bar,1407,Tidak Ada,0,Padi-padian-Umbi-Umbian-Ikan/Udang/Cumi/Kerang-Daging-Telur dan Susu-Sayur-sayuran-Kacang-kacangan-Buah-buahan-Minyak dan kelapa-Bahan Minuman-Bumbu-bumbuan-Konsumsi lainnya-Makanan dan minuman jadi-Rokok-Jumlah Makanan
174,116,Kelompok Umur,40,Gender,0,NaN,NaN,43.0,Orang,1.0,bar,1473,Laki-Laki-Perempuan-Total,1,0-4-5‒9-10‒14-15‒19-20‒24-25‒29-30‒34-35‒39-40‒44-45‒49-50‒54-55‒59-60‒64-65+-Jumlah
1029,116,Jumlah Pasar,9,Industri,0,NaN,"Sumber : Dinas Pasar, Kebersihan, dan Pertamanan Kabupaten  Kepulauan Meranti",7.0,Tidak Ada Satuan,1.0,bar,1410,Pasar Kabupaten-Pasar Kecamatan-Pasar Desa/ Kelurahan,1,Tebing Tinggi-Tebing Tinggi Timur-Rangsang-Rangsang Barat-Merbau-Pulau Merbau-Tasik Putri Puyu-Kepulauan Meranti
764,116,Populasi Ternak Menurut Kecamatan dan Jenis Ternak,24,Peternakan,0,NaN,Sumber: Dinas Perikanan dan Peternakan Kabupaten Siak,7.0,ekor,1.0,bar,1405,Sapi-Kerbau-Kambing -Domba-Babi,1,Minas-Sungai Mandau-Kandis-Siak-Kerinci Kanan-Tualang-Dayun-Lubuk Dalam-Koto Gasib-Mempura-Sungai Apit-Bunga Raya-Sabak Auh-Pusako-KABUPATEN SIAK
687,116,Luas Areal Tanaman Perkebunan,54,Perkebunan,0,NaN,"Sumber : Dinas Perkebunan dan Peternakan Kabupaten
Pelalawan",5.0,Hektar,1.0,bar,1404,Karet-Kelapa-Kelapa Sawit,1,Langgam-Pangkalan Kerinci-Bandar Sei Kijang-Pangkalan Kuras-Ukui-Pangkalan Lesung-Bunut-Pelalawan-Bandar Petalangan-Kuala Kampar-Kerumutan-Teluk Meranti-Kabupaten Pelalawan
864,116,Persentase Pengeluaran per Kapita Sebulan Menurut Kelompok  Bukan Makanan di Kabupaten Rokan Hulu,5,Konsumsi dan Pengeluaran,0,NaN,"Sumber: BPS, Survei Sosial Ekonomi Nasional (Susenas) Maret
",24.0,Rupiah,1.0,bar,1407,Tidak Ada,0,"Perumahan dan fasilitas rumah tangga-Aneka barang dan jasa-Pakaian, alas kaki, dan tutup kepala-Barang tahan lama-Pajak, pungutan, dan asuransi-Keperluan pesta dan upacara/kenduri-Jumlah Bukan Makanan"
343,117,Jumlah Tindak Pidana,34,Politik dan Keamanan,0,NaN,NaN,17.0,Kasus,3.0,line,1402,Tidak Ada,0,Resort Indragiri Hulu-Peranap dan Batang Peranap-Seberida-Batang Cenaku-Batang Gansal-Kelayang dan Rakit Kulim-Pasir Penyu dan Sungai Lala-Lirik-Lubuk Batu Jaya-Rengat Barat-Kuala Cenaku-Total
273,117,Jumlah Kejahatan,34,Politik dan Keamanan,0,NaN,Sumber : Kepolisian Resort Kabupaten Kuantan Singingi,25.0,Tidak Ada Satuan,1.0,bar,1401,Tidak Ada,0,Pencurian-Curanmor-Aniaya-Pembunuhan-Pemerasan-Pemerkosaan-Pengrusakan-Perjudian-Penipuan-Narkotika-Penebangan Liar-Penambangan Tanpa Izin
90,117,Jumlah Curah Hujan,151,Iklim,0,NaN,"- Sumber: BMKG Stasiun Meteorologi Sultan Syarif Kasim II Pekanbaru
- Dikutip dari Publikasi Kota Pekanbaru Dalam Angka ",31.0,mm3,3.0,line,1471,Tidak Ada,0,Januari-Februari-Maret-April-Mei-Juni-Juli-Agustus-September-Oktober-November-Desember
880,117,Angka Partisipasi Murni (APM) di Kabupaten Rokan Hulu,28,Pendidikan,0,NaN,"Sumber: BPS, Survei Sosial Ekonomi Nasional (Susenas)",25.0,Tidak Ada Satuan,3.0,line,1407,Tidak Ada,0,SD/MI-SMP/MTs-SMA/MA
543,117,Populasi Ternak,24,Peternakan,0,NaN,"Sumber : Dinas Perkebunan dan Peternakan Kabupaten
Pelalawan",5.0,Ekor,1.0,bar,1404,Sapi Potong-Sapi Perah-Kerbau-Kambing-Domba-Babi,1,Langgam-Pangkalan Kerinci-Bandar Sei Kijang-Pangkalan Kuras-Ukui-Pangkalan Lesung-Bunut-Pelalawan-Bandar Petalangan-Kuala Kampar-Kerumutan-Teluk Meranti-Kabupaten Pelalawan
203,118,Keadaan Geografis,153,Geografi,0,NaN,NaN,44.0,Tidak Ada Satuan,1.0,bar,1473,Tidak Ada,0,Luas Wilayah (KM2)-Suhu Rata-Rata (Derajat Celsius)-Jumlah Sungai-Jumah Kecamatan-Jumlah Kelurahan
881,118,Angka Partisipasi  Kasar (APK) di Kabupaten Rokan Hulu,28,Pendidikan,0,NaN,"Sumber: BPS, Survei Sosial Ekonomi Nasional (Susenas)",25.0,Tidak Ada Satuan,3.0,line,1407,Tidak Ada,0,SD/MI-SMP/MTs-SMA/MA
91,118,Jumlah Hari Hujan,151,Iklim,0,NaN,"- Sumber: BMKG Stasiun Meteorologi Sultan Syarif Kasim II Pekanbaru
- Dikutip dari Publikasi Kota Pekanbaru Dalam Angka",31.0,Tidak Ada Satuan,3.0,line,1471,Tidak Ada,0,Januari-Februari-Maret-April-Mei-Juni-Juli-Agustus-September-Oktober-November-Desember
344,118,Jumlah Kecelakaan Lalu Lintas,34,Politik dan Keamanan,0,NaN,NaN,17.0,Kasus,3.0,line,1402,Tidak Ada,0,Resort Indragiri Hulu-Peranap dan Batang Peranap-Seberida-Batang Cenaku-Batang Gansal-Kelayang dan Rakit Kulim-Pasir Penyu dan Sungai Lala-Lirik-Lubuk Batu Jaya-Rengat Barat-Kuala Cenaku-Total
345,119,Pensentase Penyelesaian Tindak Pidana,34,Politik dan Keamanan,0,NaN,NaN,17.0,Persen,3.0,line,1402,tabel tidak ada,0,tabel tidak ada
765,119,Populasi Unggas Menurut Kecamatan dan Jenis Unggas,24,Peternakan,0,NaN,Sumber: Dinas Perikanan dan Peternakan Kabupaten Siak,7.0,ekor,1.0,bar,1405,Ayam Kampung -Ayam Pedaging-Bebek-Itik Manila,1,Minas-Sungai Mandau-Kandis-Siak-Kerinci Kanan-Tualang-Dayun-Lubuk Dalam-Koto Gasib-Mempura-Sungai Apit-Bunga Raya-Sabak Auh-Pusako-KABUPATEN SIAK
41,119,Rata-rata Lama Sekolah (RLS),26,Indeks Pembangunan Manusia,0,NaN,Sumber: BPS Kota Pekanbaru,3.0,Tahun,3.0,line,1471,Tidak Ada,0,Pekanbaru 
700,120,Armada Perikanan,56,Perikanan,0,NaN,"Sumber : Dinas Perikanan dan Kelautan Kabupaten
Pelalawan",5.0,Tidak Ada Satuan,1.0,bar,1404,Kapal Motor-Pompong (Perahu Motor)-Sampan/Perahu (Tanpa Motor),1,Langgam-Pangkalan Kerinci-Pangkalan Kuras-Ukui-Pangkalan Lesung-Bunut-Pelalawan-Bandar Petalangan-Kuala Kampar-Kerumutan-Teluk Meranti-Kabupaten Pelalawan
813,120,Produksi Perikanan Budidaya Menurut Bulan,56,Perikanan,0,NaN,Sumber: Dinas Perikanan dan Peternakan Kabupaten Siak,21.0,Tidak Ada Satuan,1.0,bar,1405,Jaring Apung Tawar-Kolam Air Tenang-Keramba Tancap Tawar-Minapadi,2,Januari-Februari-Maret-April-Mei-Juni-Juli-Agustus-September-Oktober-November-Desember-Jumlah 
42,120,Harapan Lama Sekolah (HLS),26,Indeks Pembangunan Manusia,0,NaN,Sumber: BPS Kota Pekanbaru,3.0,Tahun,3.0,line,1471,Tidak Ada,0,Pekanbaru 
358,120,Suhu,151,Iklim,0,NaN,NaN,16.0,Derajat Selsius,3.0,line,1402,Min-Max-Rata-rata,2,Januari-Februari-Maret-April-Mei-Juni-Juli-Agustus-September-Oktober-Nopember-Desember
925,120,Klasifikasi Perkotaan/Perdesaan Kecamatan Rokan IV Koto,101,Pemerintahan,0,NaN,Sumber: BPS,26.0,Tidak Ada Satuan,3.0,line,1407,Perkotaan-Perdesaan,2,Cipang Kiri Hulu-Cipang Kiri Hilir-Sikebau Jaya-Lubuk Bendahara-Lubuk Bendahara Timur-Tanjung Medan-Rokan-Cipang Kanan-Rokan Koto Ruang-Rokan Timur-Tibawan-Lubuk Betung-Alahan-Pemandang
926,121,Klasifikasi Perkotaan/Perdesaan Kecamatan Pendalian IV Koto,101,Pemerintahan,0,NaN,Sumber: BPS,27.0,Tidak Ada Satuan,1.0,bar,1407,Perdesaan,2,Pendalian-Bengkolan Salak-Suligi-Air Panas-Sungai Kandis
43,121,Pengeluaran Perkapita yang Disesuaikan,26,Indeks Pembangunan Manusia,0,NaN,Sumber: BPS Kota Pekanbaru,3.0,000 Rupiah,3.0,line,1471,Tidak Ada,0,Pekanbaru 
464,121,Industri Kecil danJumlah Tenaga Kerja,9,Industri,0,NaN,"Sumber : Dinas Koperasi, Usaha Kecil dan Menengah, Perindustrian dan
Perdagangan Kabupaten Pelalawan",24.0,Tidak Ada Satuan,1.0,bar,1404,Jumlah Industri Kecil-Jumlah Tenaga Kerja,2,"Makanan dan Minuman-Pakaian dan Alas Kaki-Kerajinan-Barang dari Bahan Galian Bukan Logam (Batu Bata, dll)-Barang dari Logam-Alat Angkutan Lainnya (Perahu)-Furnitur-Lainnya-Jumlah"
359,121,Kelembaban Udara,151,Iklim,0,NaN,NaN,16.0,Persen,3.0,line,1402,Min-Max-Rata-rata,2,Januari-Februari-Maret-April-Mei-Juni-Juli-Agustus-September-Oktober-Nopember-Desember
752,122,Jumlah Perusahaan Industri dan Tenaga Kerja Industri,9,Industri,0,NaN,Sumber: Dinas Perdagangan dan Perindustrian Kabupaten Siak,23.0,Tidak Ada Satuan,1.0,bar,1405,Tidak Ada,0,Jumlah Perusahaan-Tenaga Kerja
927,122,Klasifikasi Perkotaan/Perdesaan Kecamatan Tandun,101,Pemerintahan,0,NaN,Sumber: BPS,28.0,Tidak Ada Satuan,1.0,bar,1407,Perkotaan-Perdesaan,2,Kumain-Bono Tapung-Dayo-Tapung Jaya-Tandun-Puo Raya-Sungai Kuning-Koto Tandun-Tandun Barat
27,122,Garis Kemiskinan,23,Kemiskinan dan Ketimpangan,0,NaN,Sumber: BPS Kota Pekanbaru,3.0,Rupiah,3.0,line,1471,Tidak Ada,0,Pekanbaru 
274,122,Indeks Pemberdayaan Gender (IDG),40,Gender,0,NaN,NaN,12.0,Tidak Ada Satuan,3.0,line,1401,Tidak Ada,0,Kuantan Singingi-Kabupaten Kuantan Singingi
28,123,Jumlah Penduduk Miskin,23,Kemiskinan dan Ketimpangan,0,NaN,Sumber: BPS Kota Pekanbaru,3.0,Ribu Jiwa,3.0,line,1471,Tidak Ada,0,Pekanbaru 
275,123,Umur Harapan Hidup Menurut Jenis Kelamin,40,Gender,0,NaN,NaN,12.0,Tahun,3.0,line,1401,Laki-laki-Perempuan-Laki-laki+Perempuan,1,Kuantan Singingi
360,123,Curah Hujan,151,Iklim,0,NaN,NaN,16.0,mm,3.0,line,1402,Tidak Ada,0,Januari-Februari-Maret-April-Mei-Juni-Juli-Agustus-September-Oktober-Nopember-Desember
928,123,Klasifikasi Perkotaan/Perdesaan Kecamatan Kabun,101,Pemerintahan,0,NaN,Sumber: BPS,29.0,Tidak Ada Satuan,1.0,bar,1407,Perkotaan-Perdesaan,2,Kabun-Aliantan-Koto Ranah-Bencah Kesuma-Batu Langkah Besar-Giti
757,124,Kunjungan Wisatawan,16,Pariwisata,0,NaN,Sumber: Dinas Pariwisata Kabupaten Siak,21.0,Tidak Ada Satuan,1.0,bar,1405,Tidak Ada,0,Januari-Februari-Maret-April-Mei-Juni-Juli-Agustus-September-Oktober-November-Desember-Jumlah 
929,124,Klasifikasi Perkotaan/Perdesaan Kecamatan Ujung Batu,101,Pemerintahan,0,NaN,Sumber: BPS,30.0,Tidak Ada Satuan,1.0,bar,1407,Perkotaan,2,Ujung Batu-Ujung Batu Timur-Ngaso-Suka Damai-Pematang Tebih
329,124,Angka Harapan Hidup,26,Indeks Pembangunan Manusia,0,NaN,NaN,11.0,Tidak Ada Satuan,3.0,line,1402,Tidak Ada,0,Kuantan Singingi-Indragiri Hulu-Indragiri Hilir-Pelalawan-Siak-Kampar-Rokan Hulu-Bengkalis-Rokan Hilir-Kepulauan Meranti-Pekanbaru-Dumai-Riau
29,124,Persentase Penduduk Miskin,23,Kemiskinan dan Ketimpangan,0,NaN,Sumber: BPS Kota Pekanbaru,3.0,Persen,2.0,pie,1471,Tidak Ada,0,Pekanbaru 
276,125,Harapan Lama Sekolah (HLS) Menurut Jenis Kelamin,40,Gender,0,NaN,NaN,12.0,Tahun,3.0,line,1401,Laki-Laki-Perempuan,1,Kuantan Singingi
747,125,Volume dan Nilai Air yang Disalurkan PDAM menurut Jenis Pelanggan,7,Energi,0,NaN,Sumber: Kantor PDAM Kabupaten Siak,24.0,Tidak Ada Satuan,1.0,bar,1405,Volume (Meter Kubik)-Nilai (Rp),2,Rumah Tangga-Niaga-Industri-Jumlah
537,125,Kendaraan Bermotor Yang Diuji di Dinas Perhubungan,17,Transportasi,0,NaN,Sumber : Dinas Perhubungan Kabupaten Pelalawan/,25.0,Tidak Ada Satuan,1.0,bar,1404,Tidak Ada,0,Oplet-Umum-Bus-Mobil Barang-Kereta Tempelan-Kereta gandengan-Kendaraan Khusus-Jumlah
930,125,Klasifikasi Perkotaan/Perdesaan Kecamatan Rambah Samo,101,Pemerintahan,0,NaN,Sumber: BPS,31.0,Tidak Ada Satuan,1.0,bar,1407,Perkotaan-Perdesaan,2,Rambah Samo Barat-Marga Mulya-Rambah Samo-Karya Mulya-Rambah Baru-Rambah Utama-Pasir Makmur-Masda Makmur-Langkitin-Lubuk Napal-Sungai Salak-Teluk Aur-Lubuk Bilang-Sungai Kuning
30,125,Indeks Kedalaman Kemiskinan (P1),23,Kemiskinan dan Ketimpangan,0,NaN,Sumber: BPS Kota Pekanbaru,3.0,Tidak Ada Satuan,1.0,bar,1471,Tidak Ada,0,Pekanbaru 
533,126,Akomodasi Hotel,16,Pariwisata,0,NaN,"Sumber : Diolah dari Hasil Sensus, Survei, dan Berbagai Sumber
Lainnya",26.0,Tidak Ada Satuan,1.0,bar,1404,Tidak Ada,0,Hotel-Kamar-Tempat Tidur
117,126,Daya Listrik,7,Energi,0,NaN,NaN,45.0,KWh,1.0,bar,1473,Tidak Ada,0,Produksi Listrik-Listrik Yang Dibeli/Diterima-Listrik Terjual-Listrik Dipakai Sendiri-Listrik Susut/Hilang
931,126,Klasifikasi Perkotaan/Perdesaan Kecamatan Rambah,101,Pemerintahan,0,NaN,Sumber: BPS,32.0,Tidak Ada Satuan,1.0,bar,1407,Perkotaan-Perdesaan,2,Menaming-Rambah Tengah Hulu-Rambah Tengah Barat-Pasir Pengaraian-Rambah Tengah Utara-Rambah Tengah Hilir-Pasir Baru-Tanjung Belit-Sialang Jaya-Koto Tinggi-Suka Maju-Pematang Berangan-Babussalam-Pasir Maju
361,126,Banyak Hari Hujan,151,Iklim,0,NaN,NaN,16.0,Hari,3.0,line,1402,Tidak Ada,0,Januari-Februari-Maret-April-Mei-Juni-Juli-Agustus-September-Oktober-Nopember-Desember
31,126,Indeks Keparahan Kemiskinan (P2),23,Kemiskinan dan Ketimpangan,0,NaN,Sumber: BPS Kota Pekanbaru,3.0,Tidak Ada Satuan,1.0,bar,1471,Tidak Ada,0,Pekanbaru 
277,126,Rata-rata Lama Sekolah (RLS) Menurut Jenis Kelamin,40,Gender,0,NaN,NaN,12.0,Tahun,3.0,line,1401,Laki-Laki-Perempuan,1,Kuantan Singingi
